0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.062280 0.998630 
0.072044 0.997662 
0.082693 0.997485 
0.079227 0.998036 
0.075842 0.998256 
0.066114 0.998309 
0.078570 0.998392 
0.075918 0.998654 
0.080629 0.998737 
0.082493 0.998846 
0.181307 0.997093 
0.204405 0.979773 
0.212417 0.962150 
0.217334 0.959481 
0.217900 0.960049 
0.217403 0.960679 
0.217893 0.960685 
0.217905 0.960697 
0.291217 0.924547 
0.292094 0.926669 
0.292907 0.928825 
0.292937 0.928827 
0.388877 0.972123 
0.395366 0.903184 
0.399560 0.917957 
0.404621 0.917967 
0.426410 0.885261 
0.441666 0.871018 
0.451222 0.858924 
0.465774 0.855110 
0.472319 0.821842 
0.477194 0.797367 
0.486927 0.784712 
0.491626 0.766373 
0.491933 0.766850 
0.493009 0.768523 
0.493114 0.768689 
0.493146 0.768737 
0.612959 0.768471 
0.626698 0.756013 
0.634204 0.668638 
0.638709 0.686587 
0.650201 0.683773 
0.664680 0.685540 
0.659787 0.603452 
0.660858 0.598478 
0.663326 0.600163 
0.672319 0.587614 
0.678510 0.584177 
0.718393 0.571787 
0.730551 0.549465 
0.741662 0.513952 
0.742336 0.518234 
0.749468 0.500270 
0.761800 0.490444 
0.755679 0.451546 
0.763211 0.459631 
0.776781 0.432812 
0.783836 0.419993 
0.797639 0.407269 
0.802182 0.389892 
0.804459 0.368648 
0.806133 0.367629 
0.830330 0.361477 
0.835175 0.335708 
0.838714 0.333383 
0.846412 0.312492 
0.850332 0.302599 
0.858290 0.282210 
0.863699 0.271681 
0.866677 0.261039 
0.876110 0.247627 
0.879443 0.236825 
0.888126 0.220204 
0.892145 0.210635 
0.900368 0.199384 
0.906080 0.187768 
0.918107 0.175027 
0.922229 0.162422 
0.924698 0.151751 
0.930694 0.139993 
0.937690 0.129122 
0.943891 0.117796 
0.949532 0.106273 
0.954828 0.095190 
0.959103 0.083959 
0.964471 0.072721 
0.970209 0.061972 
0.974828 0.051778 
0.979759 0.041053 
0.984863 0.030728 
0.989869 0.020393 
0.994930 0.010141 
1.000000 0.000000 
