0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.000000 1.000000 
0.071623 1.106413 
0.074686 1.110264 
0.074768 1.110914 
0.074771 1.110962 
0.074805 1.111401 
0.074840 1.111883 
0.074891 1.112437 
0.074892 1.113393 
0.074896 1.113463 
0.074915 1.113659 
0.074915 1.113667 
0.313432 1.489396 
0.340466 1.511755 
0.342847 1.460899 
0.345165 1.471073 
0.348426 1.486380 
0.350430 1.493210 
0.355485 1.512849 
0.359821 1.534992 
0.361443 1.542210 
0.343294 1.543758 
0.362005 1.544591 
0.826255 1.324749 
0.828644 1.328612 
0.829710 1.330163 
0.831635 1.333183 
0.833080 1.335447 
0.834511 1.337740 
0.843426 1.352030 
0.845285 1.333709 
0.859026 1.380807 
0.862968 1.362788 
0.863971 1.363193 
0.908163 1.400105 
0.911901 1.405868 
0.917038 1.413787 
0.937023 1.450129 
0.949275 1.463487 
0.957702 1.481690 
1.193974 1.241116 
1.194031 1.241176 
1.218614 1.261979 
1.219628 1.261895 
1.220273 1.260336 
1.100472 0.713192 
1.105810 0.716405 
1.111614 0.720323 
1.115775 0.722918 
1.115983 0.723043 
1.115986 0.723048 
1.118701 0.724806 
1.120047 0.725694 
1.121020 0.726313 
1.122773 0.727740 
1.122936 0.727855 
0.965715 0.427569 
0.965888 0.427100 
0.966102 0.427195 
0.966569 0.427758 
0.966881 0.427539 
0.967009 0.427994 
0.967041 0.427417 
0.967139 0.427654 
0.968801 0.421193 
1.023789 0.418886 
1.024852 0.416647 
0.987744 0.304749 
0.994223 0.223837 
0.994319 0.224280 
0.994342 0.223889 
0.994416 0.223900 
0.994591 0.223934 
0.995049 0.224028 
0.995232 0.224206 
0.995249 0.224042 
0.999741 0.221879 
1.039862 0.216369 
0.984376 0.142155 
0.984635 0.125245 
0.984931 0.142236 
0.985246 0.142208 
0.986323 0.104455 
0.986341 0.111466 
0.986403 0.106442 
0.986580 0.098088 
0.987900 0.086340 
0.989252 0.074047 
0.990395 0.062219 
0.991639 0.050948 
0.992773 0.041281 
0.994731 0.030848 
0.996371 0.020327 
0.998192 0.009811 
1.000000 0.000000 
