0.000000 0.999877 
0.009196 0.908275 
0.017706 0.874195 
0.026299 0.845215 
0.034455 0.821060 
0.041894 0.805020 
0.049808 0.790256 
0.058574 0.770856 
0.066392 0.755918 
0.073178 0.741127 
0.079778 0.726857 
0.088164 0.712835 
0.096672 0.700203 
0.103744 0.689389 
0.111623 0.680118 
0.119372 0.674155 
0.128012 0.665505 
0.136021 0.656829 
0.142599 0.646802 
0.150664 0.635593 
0.157922 0.623381 
0.161388 0.614478 
0.170551 0.606776 
0.179496 0.593768 
0.186906 0.583106 
0.192953 0.578757 
0.204282 0.574460 
0.210631 0.561534 
0.220653 0.557105 
0.224748 0.541851 
0.225869 0.537957 
0.243705 0.534084 
0.249960 0.527825 
0.257448 0.516774 
0.266058 0.509626 
0.271722 0.499643 
0.280467 0.491164 
0.289353 0.484615 
0.294547 0.482683 
0.306975 0.478117 
0.313083 0.463124 
0.320888 0.452856 
0.329018 0.446965 
0.339943 0.444034 
0.350500 0.432413 
0.355950 0.427828 
0.362550 0.420326 
0.367123 0.419318 
0.384824 0.406319 
0.385237 0.406755 
0.407274 0.394728 
0.409540 0.385329 
0.413620 0.382711 
0.432015 0.371804 
0.436464 0.362645 
0.450759 0.354667 
0.457367 0.348895 
0.462951 0.346625 
0.476938 0.337516 
0.488463 0.332135 
0.491088 0.327527 
0.522115 0.315660 
0.527032 0.313448 
0.541030 0.307805 
0.546463 0.295086 
0.551843 0.285288 
0.561286 0.276333 
0.570680 0.270740 
0.584407 0.264296 
0.592762 0.256384 
0.606202 0.252088 
0.614660 0.247399 
0.637121 0.239889 
0.677959 0.185483 
0.678248 0.185517 
0.678491 0.185616 
0.678639 0.185670 
0.678686 0.185657 
0.678843 0.185727 
0.714826 0.178331 
0.734950 0.173442 
0.759574 0.169058 
0.773859 0.161300 
0.771867 0.146810 
0.782036 0.141188 
0.811354 0.131936 
0.819552 0.116900 
0.835266 0.115043 
0.846377 0.105127 
0.858545 0.095443 
0.867618 0.086228 
0.885445 0.073247 
0.891046 0.066346 
0.906177 0.058450 
0.924249 0.047413 
0.937218 0.039475 
0.954331 0.029638 
0.966967 0.019646 
0.982271 0.010018 
1.000000 0.000000 
