0.000000 0.999878 
0.009243 0.916467 
0.016644 0.893500 
0.025619 0.871938 
0.021080 0.872719 
0.040868 0.860088 
0.053969 0.820288 
0.054143 0.822935 
0.067910 0.835569 
0.064777 0.839124 
0.074494 0.841638 
0.064452 0.842894 
0.108269 0.805808 
0.115063 0.804892 
0.112481 0.810614 
0.116798 0.817024 
0.151183 0.789140 
0.180934 0.775213 
0.181712 0.785838 
0.184374 0.784875 
0.196530 0.760863 
0.204002 0.761188 
0.212586 0.753563 
0.219668 0.756900 
0.204473 0.762745 
0.244994 0.748203 
0.254540 0.763313 
0.224303 0.765347 
0.319245 0.786149 
0.324947 0.772755 
0.334583 0.791671 
0.344888 0.752335 
0.348572 0.738232 
0.364876 0.755613 
0.382574 0.673477 
0.401308 0.656942 
0.411211 0.723404 
0.417320 0.671200 
0.418865 0.662490 
0.415117 0.639278 
0.419967 0.618062 
0.439861 0.549005 
0.430771 0.657890 
0.423833 0.658146 
0.513131 0.638383 
0.521905 0.648618 
0.563584 0.631606 
0.537742 0.650806 
0.519587 0.652911 
0.524420 0.657058 
0.665763 0.543142 
0.668333 0.545222 
0.686326 0.584750 
0.699619 0.555770 
0.708012 0.575096 
0.716945 0.573240 
0.741446 0.563457 
0.730009 0.583687 
0.808049 0.572937 
0.814969 0.577844 
0.730535 0.584106 
0.830009 0.402438 
0.843885 0.406247 
0.858144 0.399506 
0.868207 0.433779 
0.872534 0.435941 
0.881413 0.427362 
0.884092 0.408634 
0.901016 0.378634 
0.913211 0.421920 
0.897929 0.422602 
1.033597 0.416399 
0.898400 0.272326 
0.942602 0.270386 
0.948767 0.287593 
0.951226 0.282326 
0.951628 0.269465 
0.968554 0.273047 
0.999197 0.251735 
1.006806 0.234811 
1.010940 0.236576 
1.032748 0.237746 
1.127067 0.233471 
0.972935 0.069285 
0.977075 0.069580 
0.983517 0.069865 
0.989346 0.070454 
0.991797 0.070844 
0.992380 0.070216 
0.994139 0.071270 
0.997236 0.070866 
1.001221 0.072423 
1.001634 0.071176 
1.008776 0.065132 
0.973268 0.021887 
0.974239 0.023227 
0.974860 0.023242 
0.978543 0.018208 
0.986310 0.009930 
1.000000 0.000000 
