0.519136 1.247322 1.987103 
0.414801 1.521460 1.901930 
0.518958 1.264194 2.005068 
0.509195 1.271528 2.017547 
0.551698 1.251438 2.303806 
0.351931 1.411721 1.987476 
0.361297 1.709694 2.008318 
0.408859 1.620608 1.895906 
0.546626 1.352322 2.125173 
0.547465 1.359363 2.144618 
0.634043 1.335989 2.249338 
0.674796 1.284545 2.334027 
0.416174 1.623519 2.023355 
0.420517 1.666819 1.949967 
0.943832 1.753118 1.838482 
0.995887 1.857010 2.047371 
1.070623 1.929173 2.141889 
1.020344 1.937842 2.164291 
1.096224 1.957000 1.956968 
1.133515 1.967226 2.060592 
1.145615 1.988226 2.082589 
1.153497 2.005639 2.094363 
1.054055 2.005797 2.243278 
0.752421 0.658689 0.000001 
0.783132 0.621864 0.000002 
0.795920 0.605405 0.000001 
0.752421 0.658689 0.000001 
0.755333 0.655400 0.000006 
0.759584 0.650461 0.000005 
0.752421 0.658689 0.000001 
0.876752 0.481013 0.000007 
0.779749 0.626120 0.000003 
0.857436 0.514591 0.000000 
1.716459 0.351917 1.532965 
1.962535 0.399002 1.757177 
2.007426 0.411664 1.792045 
2.056400 0.383364 2.196590 
1.988043 0.650510 1.866133 
2.007555 0.486189 2.016174 
2.036392 0.399551 1.850476 
2.048590 0.466038 2.207317 
2.051843 0.475775 2.066868 
2.060422 0.456491 1.905441 
1.864124 1.083882 2.535846 
2.078721 0.496583 1.895442 
2.093366 0.410990 1.902964 
2.057266 0.464231 2.235872 
2.058215 0.457431 2.267731 
2.161889 0.521880 1.892124 
2.121409 0.416495 1.928457 
2.093626 0.537202 2.003918 
2.127120 0.433853 1.919240 
1.714384 1.184313 1.155912 
1.583566 1.094980 1.334587 
1.863667 1.045844 1.451828 
1.742957 1.204052 1.175177 
1.752284 1.211642 1.476788 
1.882381 1.091764 1.434991 
1.650500 1.231500 1.471060 
1.754707 1.236325 1.534628 
1.768812 1.222814 1.490755 
1.781191 1.119809 1.470783 
1.808204 1.283512 1.604480 
0.942491 0.000000 1.276571 
1.117714 0.000000 1.154766 
0.955518 0.000000 1.262363 
1.016218 0.000000 1.224979 
0.956160 0.000000 1.263210 
0.997045 0.000000 1.241353 
0.948285 0.000000 1.278923 
1.269575 0.000000 0.931896 
1.141477 0.000000 1.124467 
1.320936 0.000000 0.585917 
1.292846 0.000000 0.875120 
1.164838 0.000000 1.099344 
1.322044 0.000000 0.591606 
1.318394 0.000000 0.745701 
1.324119 0.000000 0.647983 
1.922097 0.243471 0.925452 
1.922625 0.243538 0.925706 
1.923876 0.243697 0.926312 
1.925922 0.243955 0.927247 
0.117455 0.000000 1.081079 
0.115968 0.000000 1.084718 
0.113616 0.000000 1.094922 
0.146553 0.000000 1.096461 
0.097977 0.000000 1.101823 
0.102557 0.000000 1.106803 
0.103350 0.000000 1.107377 
0.103350 0.000000 1.107377 
0.103367 0.000000 1.107388 
0.599162 0.800634 0.000001 
0.606468 0.795180 0.000014 
0.446727 0.894877 0.000024 
0.546140 0.837760 0.000010 
0.366713 0.930598 0.000110 
0.551156 0.835664 0.000188 
0.662297 0.749241 0.000000 
0.700210 0.714031 0.000011 
0.666915 0.745184 0.000010 
0.746528 0.665367 0.000002 
0.243928 0.969793 0.000000 
0.243928 0.969793 0.000000 
0.243928 0.969794 0.000000 
0.181868 0.983323 0.000000 
0.243927 0.969794 0.000000 
0.219694 0.975768 0.000020 
0.243927 0.969794 0.000000 
0.243927 0.969794 0.000000 
0.243927 0.969794 0.000000 
0.115350 0.993329 0.000000 
0.243928 0.969794 0.000000 
0.243927 0.969794 0.000000 
0.243927 0.969794 0.000000 
0.243927 0.969794 0.000000 
0.195650 0.980674 0.000000 
0.243927 0.969794 0.000000 
0.243926 0.969794 0.000000 
0.163136 1.398083 1.693378 
0.111957 1.143695 1.819083 
0.077088 1.153264 1.889337 
0.075403 1.190143 1.956242 
0.072011 1.198617 1.934421 
0.068104 1.243855 1.951069 
0.081151 1.218277 1.973150 
0.069166 1.263239 1.981473 
0.077296 1.216260 2.001521 
0.069239 1.264587 1.983587 
0.080214 1.216298 1.994297 
0.000000 0.000000 1.000000 
0.000000 0.000000 1.000000 
0.000000 0.000000 1.000000 
0.000000 0.000000 1.000000 
0.000000 0.000000 1.000000 
0.000000 0.000000 1.000000 
1.472714 0.683364 0.369340 
1.482459 0.794275 0.436042 
1.478031 0.810656 0.436756 
1.494184 0.721421 0.409144 
1.496855 0.696013 0.381590 
1.504866 0.701841 0.404475 
1.505678 0.703106 0.405493 
1.506027 0.703269 0.405587 
1.533899 0.708074 0.368970 
1.511564 0.746778 0.439216 
1.536443 0.722290 0.425548 
1.512326 0.745677 0.438791 
1.517206 0.750940 0.420740 
1.522649 0.758789 0.423740 
1.527569 0.754828 0.443900 
1.527896 0.751440 0.443074 
1.528467 0.753327 0.443399 
1.529262 0.752909 0.447734 
1.529589 0.753261 0.448851 
0.130155 2.216963 1.458254 
0.465099 2.138826 1.493256 
0.460739 2.082381 1.512641 
0.526657 2.388087 1.479862 
0.220743 2.352657 1.524326 
0.892043 0.452030 0.000005 
0.984145 0.179667 0.000064 
0.953043 0.303056 0.000015 
0.942158 0.336014 0.000045 
0.946668 0.322263 0.000002 
0.946757 0.322047 0.000004 
0.984228 0.176978 0.000002 
0.991552 0.129723 0.000000 
0.966234 0.257667 0.000000 
0.091220 1.493416 1.441360 
0.079636 1.499233 1.430925 
0.088448 1.527181 1.475353 
0.006722 1.765492 1.693185 
0.096420 1.556767 1.504296 
0.016822 1.809174 1.747104 
0.104898 1.529538 1.521184 
0.246648 1.975815 1.516438 
0.092691 1.600448 1.546134 
1.234579 1.749865 1.075821 
1.143495 1.768182 1.047774 
1.268031 1.797278 1.104971 
1.219995 2.057030 1.262513 
1.501113 1.798283 1.093542 
1.485540 1.805909 1.130277 
1.367544 1.862385 1.070594 
1.286504 1.970350 1.164936 
1.364532 1.863200 1.072446 
1.224695 2.191283 1.392535 
1.367683 1.863721 1.071615 
1.371066 1.872123 1.077582 
1.709527 1.364792 2.587809 
1.320809 1.499384 1.750189 
1.411293 1.493682 2.390191 
1.316939 1.535702 1.786109 
1.332946 1.642253 1.975105 
1.431207 1.546713 2.435220 
1.330793 1.668683 2.020322 
1.464053 1.911657 2.197064 
1.316226 1.763264 2.381922 
0.261662 0.000000 1.218929 
0.261662 0.000000 1.218929 
0.261746 0.000000 1.219021 
0.264821 0.000000 1.220857 
0.264913 0.000000 1.220912 
0.265555 0.000000 1.221291 
0.265647 0.000000 1.221364 
0.265992 0.000000 1.221833 
0.267360 0.000000 1.222323 
0.269636 0.000000 1.223605 
0.271525 0.000000 1.224719 
0.271576 0.000000 1.224797 
0.272211 0.000000 1.225035 
