0.000000 0.999877 
0.009219 0.907726 
0.017831 0.870035 
0.026272 0.843685 
0.034470 0.819571 
0.042227 0.800721 
0.050103 0.783091 
0.058117 0.766583 
0.066220 0.753090 
0.073416 0.738462 
0.081058 0.722208 
0.088173 0.711532 
0.096264 0.698724 
0.103837 0.689121 
0.111035 0.677738 
0.118507 0.667994 
0.125586 0.657032 
0.135697 0.655270 
0.142042 0.640143 
0.148924 0.627358 
0.152183 0.620674 
0.163022 0.608940 
0.172020 0.600689 
0.179140 0.592564 
0.186404 0.581631 
0.193785 0.573291 
0.202511 0.570036 
0.209774 0.560200 
0.217969 0.552932 
0.222645 0.539001 
0.227849 0.536259 
0.239567 0.526864 
0.247007 0.521717 
0.257184 0.514146 
0.266101 0.507855 
0.268402 0.492875 
0.280064 0.490458 
0.285587 0.479721 
0.294530 0.473052 
0.307907 0.475297 
0.312670 0.460021 
0.319197 0.451535 
0.324405 0.445013 
0.336578 0.438875 
0.345966 0.434019 
0.351890 0.423776 
0.359615 0.413539 
0.361105 0.413392 
0.377086 0.402305 
0.381669 0.402364 
0.404155 0.391259 
0.409034 0.384832 
0.410801 0.379259 
0.421604 0.367454 
0.434913 0.362599 
0.446922 0.355117 
0.455457 0.347159 
0.461509 0.344531 
0.474572 0.336388 
0.477840 0.328223 
0.492097 0.321913 
0.503836 0.304387 
0.503845 0.304372 
0.530036 0.302703 
0.538802 0.293876 
0.548502 0.286994 
0.555802 0.272304 
0.566689 0.269837 
0.574343 0.259660 
0.592159 0.255504 
0.600621 0.244608 
0.609765 0.242834 
0.621850 0.233002 
0.622371 0.233228 
0.675780 0.184916 
0.675841 0.184932 
0.676528 0.185054 
0.676572 0.185099 
0.678871 0.184341 
0.703130 0.177451 
0.722421 0.164991 
0.723006 0.165038 
0.760218 0.157161 
0.763382 0.144662 
0.781365 0.137812 
0.792757 0.130425 
0.803259 0.117463 
0.824405 0.112345 
0.837364 0.104270 
0.850565 0.094471 
0.859971 0.085947 
0.880395 0.070622 
0.886534 0.066291 
0.906177 0.058450 
0.918412 0.048074 
0.935473 0.039239 
0.951027 0.029686 
0.966967 0.019646 
0.982271 0.010018 
1.000000 0.000000 
